[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 144.0, 237.0, 160.0, -22.0, 124.0, 0.0, 105.0, 0.0, 95.0, 0.0, 0.0, 108.0, 115.0, 212.0, 263.0, 160.0, 384.0, 0.0, 247.0, 100.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 252.0, 237.0, 268.0, -22.0, 124.0, 0.0, 105.0, 0.0, 95.0, 0.0, 0.0, 0.0, 115.0, 212.0, 263.0, 160.0, 384.0, 0.0, 247.0, 100.0]
[373.0, 0.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 144.0, 237.0, 160.0, -22.0, 124.0, 0.0, 105.0, 0.0, 95.0, 0.0, 0.0, 108.0, 115.0, 212.0, 378.0, 160.0, 384.0, 0.0, 247.0, 100.0]
[396.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 390.0, 223.0, 0.0, 0.0, 278.0, 0.0, 0.0, 268.0, 352.0, 275.0, -22.0, 0.0, 0.0, 105.0, 0.0, 95.0, 0.0, 0.0, 108.0, 0.0, 212.0, 263.0, 160.0, 384.0, 0.0, 385.0, 100.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 0.0, 237.0, 304.0, -22.0, 124.0, 0.0, 105.0, 0.0, 95.0, 0.0, 0.0, 252.0, 115.0, 212.0, 263.0, 160.0, 384.0, 0.0, 247.0, 100.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 422.0, 138.0, 0.0, 0.0, 237.0, 160.0, -22.0, 268.0, 0.0, 105.0, 0.0, 203.0, 0.0, 0.0, 0.0, 223.0, 212.0, 263.0, 160.0, 384.0, 0.0, 247.0, 100.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 144.0, 352.0, 275.0, -22.0, 124.0, 0.0, 105.0, 0.0, 95.0, 0.0, 0.0, 108.0, 0.0, 212.0, 263.0, 160.0, 384.0, 0.0, 247.0, 100.0]
[396.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 0.0, 0.0, 0.0, 381.0, 160.0, -22.0, 124.0, 0.0, 105.0, 0.0, 239.0, 0.0, 0.0, 108.0, 115.0, 212.0, 263.0, 160.0, 384.0, 0.0, 385.0, 100.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 402.0, 138.0, 0.0, 268.0, 237.0, 160.0, -22.0, 0.0, 0.0, 105.0, 0.0, 210.0, 0.0, 0.0, 223.0, 0.0, 312.0, 263.0, 160.0, 384.0, 0.0, 347.0, 0.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 0.0, 237.0, 304.0, 102.0, 0.0, 0.0, 229.0, 0.0, 0.0, 0.0, 0.0, 347.0, 210.0, 212.0, 263.0, 160.0, 384.0, 0.0, 247.0, 100.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 365.0, 0.0, 0.0, 0.0, 377.0, 138.0, 0.0, 144.0, 237.0, 160.0, -22.0, 124.0, 0.0, 105.0, 0.0, 95.0, 0.0, 0.0, 108.0, 115.0, 459.0, 263.0, 160.0, 384.0, 0.0, 0.0, 347.0]
